Type,U_id,ID_Image,Img_Large,URL_Article_image
TAC,MPX1058,MPX1058_synpic17147,https://openi.nlm.nih.gov//imgs/512/256/1058/MPX1058_synpic17147.png,https://medpix.nlm.nih.gov/case?id=7ab25c11-4af3-40c8-a5a3-54d53e0a7c74
TAC,MPX1058,MPX1058_synpic17148,https://openi.nlm.nih.gov//imgs/512/256/1058/MPX1058_synpic17148.png,https://medpix.nlm.nih.gov/case?id=2b150041-2922-4369-9948-d6f89b8c9146
TAC,MPX1043,MPX1043_synpic47072,https://openi.nlm.nih.gov//imgs/512/241/1043/MPX1043_synpic47072.png,https://medpix.nlm.nih.gov/case?id=5034935c-d006-44ff-89d0-843d5130ba0a
TAC,MPX1064,MPX1064_synpic41377,https://openi.nlm.nih.gov//imgs/512/262/1064/MPX1064_synpic41377.png,https://medpix.nlm.nih.gov/case?id=e92f21a1-39f3-4354-b834-35f62d9217ef
TAC,MPX1064,MPX1064_synpic41378,https://openi.nlm.nih.gov//imgs/512/262/1064/MPX1064_synpic41378.png,https://medpix.nlm.nih.gov/case?id=2aaabb02-abde-4be4-82c2-3d367c0c3422
TAC,MPX1064,MPX1064_synpic41379,https://openi.nlm.nih.gov//imgs/512/262/1064/MPX1064_synpic41379.png,https://medpix.nlm.nih.gov/case?id=125dddca-39f7-4d8d-89b4-b7e08d9be4ad
TAC,MPX1063,MPX1063_synpic22166,https://openi.nlm.nih.gov//imgs/512/261/1063/MPX1063_synpic22166.png,https://medpix.nlm.nih.gov/case?id=48137478-c49a-45f7-9212-4c6f81cdfc3a
TAC,MPX1063,MPX1063_synpic22167,https://openi.nlm.nih.gov//imgs/512/261/1063/MPX1063_synpic22167.png,https://medpix.nlm.nih.gov/case?id=89cd80f4-afd5-4b97-b630-6225ca573b28
TAC,MPX1063,MPX1063_synpic22168,https://openi.nlm.nih.gov//imgs/512/261/1063/MPX1063_synpic22168.png,https://medpix.nlm.nih.gov/case?id=9e32bbf5-6241-4734-9d98-8178744173c1
TAC,MPX1072,MPX1072_synpic34898,https://openi.nlm.nih.gov//imgs/512/270/1072/MPX1072_synpic34898.png,https://medpix.nlm.nih.gov/case?id=59646ba3-54d6-4eed-b288-9ef53661e855
TAC,MPX1072,MPX1072_synpic34899,https://openi.nlm.nih.gov//imgs/512/270/1072/MPX1072_synpic34899.png,https://medpix.nlm.nih.gov/case?id=a867d80a-b358-437a-9478-99975bd2b1a1
TAC,MPX1072,MPX1072_synpic34900,https://openi.nlm.nih.gov//imgs/512/270/1072/MPX1072_synpic34900.png,https://medpix.nlm.nih.gov/case?id=74646464-76b6-49e2-9c7f-10025f9cb918
TAC,MPX1072,MPX1072_synpic34901,https://openi.nlm.nih.gov//imgs/512/270/1072/MPX1072_synpic34901.png,https://medpix.nlm.nih.gov/case?id=c9629cb0-ad4c-4189-a5f2-fc788bfe110b
TAC,MPX1081,MPX1081_synpic24310,https://openi.nlm.nih.gov//imgs/512/279/1081/MPX1081_synpic24310.png,https://medpix.nlm.nih.gov/case?id=3c450ba2-857b-4912-8d9f-673d1538bdc7
TAC,MPX1081,MPX1081_synpic24311,https://openi.nlm.nih.gov//imgs/512/279/1081/MPX1081_synpic24311.png,https://medpix.nlm.nih.gov/case?id=3fb8c7f2-b1d2-4bab-b065-a69c9ca4e6c1
TAC,MPX1075,MPX1075_synpic20513,https://openi.nlm.nih.gov//imgs/512/273/1075/MPX1075_synpic20513.png,https://medpix.nlm.nih.gov/case?id=7358e8b4-a36e-4fa5-8b03-29bb86b803c5
TAC,MPX1067,MPX1067_synpic16962,https://openi.nlm.nih.gov//imgs/512/265/1067/MPX1067_synpic16962.png,https://medpix.nlm.nih.gov/case?id=25466e32-620a-4b90-a34e-44271f2e9901
TAC,MPX1073,MPX1073_synpic16494,https://openi.nlm.nih.gov//imgs/512/271/1073/MPX1073_synpic16494.png,https://medpix.nlm.nih.gov/case?id=f6cd3188-933c-429e-99bc-a5bae3ac0eed
TAC,MPX1073,MPX1073_synpic16495,https://openi.nlm.nih.gov//imgs/512/271/1073/MPX1073_synpic16495.png,https://medpix.nlm.nih.gov/case?id=96b37708-150b-482e-97f5-dba71ee75979
TAC,MPX1060,MPX1060_synpic19242,https://openi.nlm.nih.gov//imgs/512/258/1060/MPX1060_synpic19242.png,https://medpix.nlm.nih.gov/case?id=a03273a5-3db6-4cab-b622-b6fdbda0c03e
TAC,MPX1106,MPX1106_synpic45737,https://openi.nlm.nih.gov//imgs/512/304/1106/MPX1106_synpic45737.png,https://medpix.nlm.nih.gov/case?id=ccae8cc1-6103-4367-a600-e1036e4ee572
TAC,MPX1086,MPX1086_synpic25191,https://openi.nlm.nih.gov//imgs/512/284/1086/MPX1086_synpic25191.png,https://medpix.nlm.nih.gov/case?id=5184b5e4-95fa-4c92-9620-3fe145192225
TAC,MPX1086,MPX1086_synpic25218,https://openi.nlm.nih.gov//imgs/512/284/1086/MPX1086_synpic25218.png,https://medpix.nlm.nih.gov/case?id=876d7246-eb54-4b08-90bc-0b27122e6b8f
TAC,MPX1117,MPX1117_synpic15330,https://openi.nlm.nih.gov//imgs/512/315/1117/MPX1117_synpic15330.png,https://medpix.nlm.nih.gov/case?id=7d6fb1cb-1eb2-499c-ae1a-57900309f4ad
TAC,MPX1108,MPX1108_synpic16234,https://openi.nlm.nih.gov//imgs/512/306/1108/MPX1108_synpic16234.png,https://medpix.nlm.nih.gov/case?id=24af72b4-e7ac-4e13-b82a-c72032486b97
TAC,MPX1109,MPX1109_synpic28526,https://openi.nlm.nih.gov//imgs/512/307/1109/MPX1109_synpic28526.png,https://medpix.nlm.nih.gov/case?id=e8358870-f9cf-4d3e-8935-c9b0e274b609
TAC,MPX1121,MPX1121_synpic41016,https://openi.nlm.nih.gov//imgs/512/319/1121/MPX1121_synpic41016.png,https://medpix.nlm.nih.gov/case?id=229d8d21-fe2f-4bd8-8034-4b6332181abf
TAC,MPX1121,MPX1121_synpic41017,https://openi.nlm.nih.gov//imgs/512/319/1121/MPX1121_synpic41017.png,https://medpix.nlm.nih.gov/case?id=c04a0e6d-af68-4fb8-8461-297874fbcb79
TAC,MPX1118,MPX1118_synpic17090,https://openi.nlm.nih.gov//imgs/512/316/1118/MPX1118_synpic17090.png,https://medpix.nlm.nih.gov/case?id=237d2c84-af34-42c6-9f88-bc8e5026abdb
TAC,MPX1114,MPX1114_synpic19630,https://openi.nlm.nih.gov//imgs/512/312/1114/MPX1114_synpic19630.png,https://medpix.nlm.nih.gov/case?id=31da98af-81e8-4787-aea3-0ba2426597fc
TAC,MPX1114,MPX1114_synpic19631,https://openi.nlm.nih.gov//imgs/512/312/1114/MPX1114_synpic19631.png,https://medpix.nlm.nih.gov/case?id=1c0861ed-0687-4cbe-906a-6d3564b41342
TAC,MPX1114,MPX1114_synpic19632,https://openi.nlm.nih.gov//imgs/512/312/1114/MPX1114_synpic19632.png,https://medpix.nlm.nih.gov/case?id=7caf5385-91fd-406b-9caf-42dc43872833
TAC,MPX1114,MPX1114_synpic19633,https://openi.nlm.nih.gov//imgs/512/312/1114/MPX1114_synpic19633.png,https://medpix.nlm.nih.gov/case?id=d472194b-8834-4d7e-88b7-a2a09404f014
TAC,MPX1114,MPX1114_synpic19634,https://openi.nlm.nih.gov//imgs/512/312/1114/MPX1114_synpic19634.png,https://medpix.nlm.nih.gov/case?id=bff5a7f5-9bbb-48a1-b0c3-59b8216ff7b4
TAC,MPX1122,MPX1122_synpic20035,https://openi.nlm.nih.gov//imgs/512/320/1122/MPX1122_synpic20035.png,https://medpix.nlm.nih.gov/case?id=de5714e8-63f1-4d13-8b22-7fcd2c3ccb5e
TAC,MPX1087,MPX1087_synpic34296,https://openi.nlm.nih.gov//imgs/512/285/1087/MPX1087_synpic34296.png,https://medpix.nlm.nih.gov/case?id=0b282a40-df46-4992-8112-e8750adb7580
TAC,MPX1087,MPX1087_synpic34297,https://openi.nlm.nih.gov//imgs/512/285/1087/MPX1087_synpic34297.png,https://medpix.nlm.nih.gov/case?id=4e3b8906-2162-47ea-8a2c-c3d16d59736e
TAC,MPX1087,MPX1087_synpic34299,https://openi.nlm.nih.gov//imgs/512/285/1087/MPX1087_synpic34299.png,https://medpix.nlm.nih.gov/case?id=ec4297db-de7a-419f-bf2b-060c95ebbbb3
TAC,MPX1087,MPX1087_synpic34300,https://openi.nlm.nih.gov//imgs/512/285/1087/MPX1087_synpic34300.png,https://medpix.nlm.nih.gov/case?id=065d4511-0d0b-445b-98b8-30b4e4831405
TAC,MPX1087,MPX1087_synpic34301,https://openi.nlm.nih.gov//imgs/512/285/1087/MPX1087_synpic34301.png,https://medpix.nlm.nih.gov/case?id=d1070af1-1cd0-4582-8027-629e5fa9ab09
TAC,MPX1087,MPX1087_synpic34302,https://openi.nlm.nih.gov//imgs/512/285/1087/MPX1087_synpic34302.png,https://medpix.nlm.nih.gov/case?id=3c46d8a5-8026-4843-b2d6-f3c38037dc45
TAC,MPX1087,MPX1087_synpic34303,https://openi.nlm.nih.gov//imgs/512/285/1087/MPX1087_synpic34303.png,https://medpix.nlm.nih.gov/case?id=954c6645-46db-42bc-82dc-c9fd93a1d7f9
TAC,MPX1087,MPX1087_synpic34304,https://openi.nlm.nih.gov//imgs/512/285/1087/MPX1087_synpic34304.png,https://medpix.nlm.nih.gov/case?id=2d9d6bef-f9e1-4d09-b9c7-b9f2686eda32
TAC,MPX1087,MPX1087_synpic34305,https://openi.nlm.nih.gov//imgs/512/285/1087/MPX1087_synpic34305.png,https://medpix.nlm.nih.gov/case?id=44d8c5f5-9aa3-46e5-9c8c-ee32010a68dd
TAC,MPX1087,MPX1087_synpic34306,https://openi.nlm.nih.gov//imgs/512/285/1087/MPX1087_synpic34306.png,https://medpix.nlm.nih.gov/case?id=db7aec27-7eed-4c64-910f-c4961c727c57
TAC,MPX1087,MPX1087_synpic34307,https://openi.nlm.nih.gov//imgs/512/285/1087/MPX1087_synpic34307.png,https://medpix.nlm.nih.gov/case?id=b2438263-24c1-4682-b838-a238a6f1cd40
TAC,MPX1139,MPX1139_synpic18559,https://openi.nlm.nih.gov//imgs/512/337/1139/MPX1139_synpic18559.png,https://medpix.nlm.nih.gov/case?id=a52290c9-a54f-46ef-af93-e6930f55f836
TAC,MPX1139,MPX1139_synpic18560,https://openi.nlm.nih.gov//imgs/512/337/1139/MPX1139_synpic18560.png,https://medpix.nlm.nih.gov/case?id=4c5ae7ce-02cb-400d-afc5-5dd8563e54e0
TAC,MPX1139,MPX1139_synpic18561,https://openi.nlm.nih.gov//imgs/512/337/1139/MPX1139_synpic18561.png,https://medpix.nlm.nih.gov/case?id=522af770-18c9-4de6-b909-8619a5a040b6
TAC,MPX1135,MPX1135_synpic16704,https://openi.nlm.nih.gov//imgs/512/333/1135/MPX1135_synpic16704.png,https://medpix.nlm.nih.gov/case?id=06ebf34b-956f-4bf7-a041-bb2c893c646f
TAC,MPX1135,MPX1135_synpic16705,https://openi.nlm.nih.gov//imgs/512/333/1135/MPX1135_synpic16705.png,https://medpix.nlm.nih.gov/case?id=9bf55347-0d69-4555-8084-daee8e697bc5
TAC,MPX1135,MPX1135_synpic16707,https://openi.nlm.nih.gov//imgs/512/333/1135/MPX1135_synpic16707.png,https://medpix.nlm.nih.gov/case?id=669beff1-1f09-424d-b8fc-d2f8f36056bb
TAC,MPX1136,MPX1136_synpic46363,https://openi.nlm.nih.gov//imgs/512/334/1136/MPX1136_synpic46363.png,https://medpix.nlm.nih.gov/case?id=e6142de4-a5f8-4aac-b02f-7a88973b0fef
TAC,MPX1123,MPX1123_synpic24317,https://openi.nlm.nih.gov//imgs/512/321/1123/MPX1123_synpic24317.png,https://medpix.nlm.nih.gov/case?id=d6aee44f-e2c2-474e-a635-02fd71547760
TAC,MPX1123,MPX1123_synpic24318,https://openi.nlm.nih.gov//imgs/512/321/1123/MPX1123_synpic24318.png,https://medpix.nlm.nih.gov/case?id=8a93a962-16b9-46c0-ab3b-f08c914806c3
TAC,MPX1123,MPX1123_synpic24319,https://openi.nlm.nih.gov//imgs/512/321/1123/MPX1123_synpic24319.png,https://medpix.nlm.nih.gov/case?id=7b09f576-8f24-432d-bb05-0c076173fe8c
TAC,MPX1123,MPX1123_synpic24321,https://openi.nlm.nih.gov//imgs/512/321/1123/MPX1123_synpic24321.png,https://medpix.nlm.nih.gov/case?id=386fb5ef-013c-4090-8442-0430ccfe8990
TAC,MPX1152,MPX1152_synpic20557,https://openi.nlm.nih.gov//imgs/512/350/1152/MPX1152_synpic20557.png,https://medpix.nlm.nih.gov/case?id=02bea22c-6f8e-4060-968e-519f6f07fdb1
TAC,MPX1159,MPX1159_synpic47786,https://openi.nlm.nih.gov//imgs/512/357/1159/MPX1159_synpic47786.png,https://medpix.nlm.nih.gov/case?id=423204dc-9134-4fc3-9545-7a5580eb0b77
TAC,MPX1159,MPX1159_synpic47791,https://openi.nlm.nih.gov//imgs/512/357/1159/MPX1159_synpic47791.png,https://medpix.nlm.nih.gov/case?id=570162ed-4b2f-40f9-a8f7-eba992d4a1c1
TAC,MPX1154,MPX1154_synpic53542,https://openi.nlm.nih.gov//imgs/512/352/1154/MPX1154_synpic53542.png,https://medpix.nlm.nih.gov/case?id=bbddaa4a-0281-4552-8858-e3ff860dea04
TAC,MPX1154,MPX1154_synpic53544,https://openi.nlm.nih.gov//imgs/512/352/1154/MPX1154_synpic53544.png,https://medpix.nlm.nih.gov/case?id=9f2e13b3-7233-4dc9-bfee-3b35e4610909
TAC,MPX1154,MPX1154_synpic53549,https://openi.nlm.nih.gov//imgs/512/352/1154/MPX1154_synpic53549.png,https://medpix.nlm.nih.gov/case?id=bea26451-a94c-4908-98c0-328a2c6138ef
TAC,MPX1165,MPX1165_synpic16241,https://openi.nlm.nih.gov//imgs/512/363/1165/MPX1165_synpic16241.png,https://medpix.nlm.nih.gov/case?id=1369374c-79d6-45bf-9103-8429b2b909f2
TAC,MPX1165,MPX1165_synpic16242,https://openi.nlm.nih.gov//imgs/512/363/1165/MPX1165_synpic16242.png,https://medpix.nlm.nih.gov/case?id=2eda43b0-a086-4d50-b729-9591a352db36
TAC,MPX1165,MPX1165_synpic16243,https://openi.nlm.nih.gov//imgs/512/363/1165/MPX1165_synpic16243.png,https://medpix.nlm.nih.gov/case?id=cb33cace-d59b-4f2b-ad0f-0855b73cb09d
TAC,MPX1165,MPX1165_synpic16244,https://openi.nlm.nih.gov//imgs/512/363/1165/MPX1165_synpic16244.png,https://medpix.nlm.nih.gov/case?id=dd8e65ee-2e80-4fba-a838-e340f270e1ea
TAC,MPX1165,MPX1165_synpic16245,https://openi.nlm.nih.gov//imgs/512/363/1165/MPX1165_synpic16245.png,https://medpix.nlm.nih.gov/case?id=df3528a8-4c32-4c25-8099-5fadf4bfaf8c
TAC,MPX1172,MPX1172_synpic19490,https://openi.nlm.nih.gov//imgs/512/370/1172/MPX1172_synpic19490.png,https://medpix.nlm.nih.gov/case?id=211471fa-3413-4b46-9157-061128ef3184
TAC,MPX1151,MPX1151_synpic19449,https://openi.nlm.nih.gov//imgs/512/349/1151/MPX1151_synpic19449.png,https://medpix.nlm.nih.gov/case?id=6dceb007-ead4-44f8-a57a-9538d19a784a
TAC,MPX1151,MPX1151_synpic19450,https://openi.nlm.nih.gov//imgs/512/349/1151/MPX1151_synpic19450.png,https://medpix.nlm.nih.gov/case?id=b239a230-35bc-4cdc-ab5a-3afac6efc543
TAC,MPX1151,MPX1151_synpic19451,https://openi.nlm.nih.gov//imgs/512/349/1151/MPX1151_synpic19451.png,https://medpix.nlm.nih.gov/case?id=f1442510-123c-4239-9361-8d4972023bfd
TAC,MPX1182,MPX1182_synpic20276,https://openi.nlm.nih.gov//imgs/512/380/1182/MPX1182_synpic20276.png,https://medpix.nlm.nih.gov/case?id=7bfbc0a6-0627-4c69-b018-7a4d5ee73df7
TAC,MPX1182,MPX1182_synpic20289,https://openi.nlm.nih.gov//imgs/512/380/1182/MPX1182_synpic20289.png,https://medpix.nlm.nih.gov/case?id=d2861f9a-282f-4bc0-89d9-24e2196a28cd
TAC,MPX1164,MPX1164_synpic33081,https://openi.nlm.nih.gov//imgs/512/362/1164/MPX1164_synpic33081.png,https://medpix.nlm.nih.gov/case?id=c892774f-3c20-47d4-8d9f-bb8ca0014fbc
TAC,MPX1164,MPX1164_synpic33082,https://openi.nlm.nih.gov//imgs/512/362/1164/MPX1164_synpic33082.png,https://medpix.nlm.nih.gov/case?id=520f5fde-3d88-40d0-8c25-1b02554db171
TAC,MPX1164,MPX1164_synpic33084,https://openi.nlm.nih.gov//imgs/512/362/1164/MPX1164_synpic33084.png,https://medpix.nlm.nih.gov/case?id=153f5e78-bd0a-4bbc-9fe6-6ab66eca8747
TAC,MPX1164,MPX1164_synpic33086,https://openi.nlm.nih.gov//imgs/512/362/1164/MPX1164_synpic33086.png,https://medpix.nlm.nih.gov/case?id=4af88ab3-0161-4959-95c7-278518550c60
TAC,MPX1191,MPX1191_synpic17425,https://openi.nlm.nih.gov//imgs/512/389/1191/MPX1191_synpic17425.png,https://medpix.nlm.nih.gov/case?id=d59086af-47c2-47fa-8301-b963142de738
TAC,MPX1191,MPX1191_synpic17427,https://openi.nlm.nih.gov//imgs/512/389/1191/MPX1191_synpic17427.png,https://medpix.nlm.nih.gov/case?id=1ff58fc1-24d5-44c2-8956-674e4271e79c
TAC,MPX1191,MPX1191_synpic17429,https://openi.nlm.nih.gov//imgs/512/389/1191/MPX1191_synpic17429.png,https://medpix.nlm.nih.gov/case?id=a9c69178-3435-495d-90fc-0629703127e5
TAC,MPX1193,MPX1193_synpic51667,https://openi.nlm.nih.gov//imgs/512/391/1193/MPX1193_synpic51667.png,https://medpix.nlm.nih.gov/case?id=0dd59187-3438-4b61-a603-b62f89edec45
TAC,MPX1193,MPX1193_synpic51668,https://openi.nlm.nih.gov//imgs/512/391/1193/MPX1193_synpic51668.png,https://medpix.nlm.nih.gov/case?id=c0306c5c-17d8-4db9-a71b-8e0228664ebf
TAC,MPX1174,MPX1174_synpic18375,https://openi.nlm.nih.gov//imgs/512/372/1174/MPX1174_synpic18375.png,https://medpix.nlm.nih.gov/case?id=2f3c64d3-50cd-4b10-8b0e-0c76cfcfc451
TAC,MPX1174,MPX1174_synpic18376,https://openi.nlm.nih.gov//imgs/512/372/1174/MPX1174_synpic18376.png,https://medpix.nlm.nih.gov/case?id=514a954f-64a3-4d2d-a63e-43866c1bf429
TAC,MPX1174,MPX1174_synpic18377,https://openi.nlm.nih.gov//imgs/512/372/1174/MPX1174_synpic18377.png,https://medpix.nlm.nih.gov/case?id=7bc3ce58-69d0-455b-9aec-d710577b6ae7
TAC,MPX1194,MPX1194_synpic24336,https://openi.nlm.nih.gov//imgs/512/392/1194/MPX1194_synpic24336.png,https://medpix.nlm.nih.gov/case?id=28d96800-eb6e-4f35-baea-fd928822e393
TAC,MPX1195,MPX1195_synpic55736,https://openi.nlm.nih.gov//imgs/512/393/1195/MPX1195_synpic55736.png,https://medpix.nlm.nih.gov/case?id=ac03b18d-8fdf-4256-9264-2429b2d2eb6b
TAC,MPX1195,MPX1195_synpic55737,https://openi.nlm.nih.gov//imgs/512/393/1195/MPX1195_synpic55737.png,https://medpix.nlm.nih.gov/case?id=c8e044e4-2d31-407c-b556-329a9f6693cf
TAC,MPX1197,MPX1197_synpic46446,https://openi.nlm.nih.gov//imgs/512/395/1197/MPX1197_synpic46446.png,https://medpix.nlm.nih.gov/case?id=835e85b9-593a-4fc9-bfb9-69d3d5478fe4
TAC,MPX1197,MPX1197_synpic46448,https://openi.nlm.nih.gov//imgs/512/395/1197/MPX1197_synpic46448.png,https://medpix.nlm.nih.gov/case?id=589665cd-6c2d-46ab-8bb6-b7f0dc4e7697
TAC,MPX1197,MPX1197_synpic46449,https://openi.nlm.nih.gov//imgs/512/395/1197/MPX1197_synpic46449.png,https://medpix.nlm.nih.gov/case?id=c7b696ca-34b8-4d11-bfe5-d6403ca93333
TAC,MPX1197,MPX1197_synpic46450,https://openi.nlm.nih.gov//imgs/512/395/1197/MPX1197_synpic46450.png,https://medpix.nlm.nih.gov/case?id=9193e5d4-2332-4e5c-84f1-bb5d888ca880
TAC,MPX1212,MPX1212_synpic29914,https://openi.nlm.nih.gov//imgs/512/9/1212/MPX1212_synpic29914.png,https://medpix.nlm.nih.gov/case?id=fe5c9c3b-7a7e-416e-b51e-34b6fa2ddc10
TAC,MPX1201,MPX1201_synpic30961,https://openi.nlm.nih.gov//imgs/512/399/1201/MPX1201_synpic30961.png,https://medpix.nlm.nih.gov/case?id=8e707e09-86a5-4f3a-ac73-4a9258d1ec57
TAC,MPX1201,MPX1201_synpic30962,https://openi.nlm.nih.gov//imgs/512/399/1201/MPX1201_synpic30962.png,https://medpix.nlm.nih.gov/case?id=3fee3d8c-90e4-4f42-adde-bd754e3f682b
